Last_First,First_Last,info,location,latitude,longitude
"DAVIS, ANGELA YVONNE",ANGELA YVONNE DAVIS,":B. Frank and Sally E. Davis. Education:attended the Sorbonne, 1963-64 Brandeis University, B.A., 1965 graduate study, University ",,,
"FELGAR, ROBERT, III","ROBERT FELGAR, III",", May 13, 1965. Children:Two. Education:Occidental College, B.A., 1966 Duke University, M.A., 1968 Ph.D., 1970. Taught at Duke, 19",,,
"JOINER, HARRY MASON",HARRY MASON JOINER,"July 10, 1968. Children:four. Education:DePauw University, B.A., 1965 University of Kentucky, M.A., 1966, Ph.D., 1971 Institute fo",,,
"MARTIN, EMILY",EMILY MARTIN,"d:Dennis Ahern, May 11, 1966. Education:University of Michigan, B.A., 1966 Cornell University, Ph.D., 1971. Assistant professor of",,,
"PERMALOFF, ANNE",ANNE PERMALOFF,"l Grafton, December 28, 1974. Education:Wayne State University, Ph.B., and M.A. University of Michigan, Ph.D. Taught at the Univer",,,
"PORCH, DOUGLAS",DOUGLAS PORCH," July 27, 1978. Children:One. Education:University of the South, B.A., 1967 Corpus Christi College, Cambridge University, Ph.D., 1",,,
"WHITE, MARJORIE LONGNECKER",MARJORIE LONGNECKER WHITE,"ust 13, 1968. Children:Three. Education:Newcomb College, B.A., 1966 Yale University, M.Phil., 1970. Worked at University of Alabam",,,
"BONNIE, FREDERIC JOSEPH",FREDERIC JOSEPH BONNIE," Rhonda Carter. Children:One. Education:University of Vermont, B.A., 1971 attended the University of Maine in Portland the Univers",,,
"JEANE, D. GREGORY",D. GREGORY JEANE,"ember 27, 1971. Children:Two. Education:Louisiana State University, B.A., 1968, Ph.D., 1974 graduate study, University of Georgia.",,,
"MADRIGAL, JOSE A.",JOSE A. MADRIGAL,"uly 22, 1968. Children:Three. Education:B.A., Michigan State University, 1964 M.A., 1968 Ph.D., University of Kentucky, 1973. Empl",,,
"RUSH, ANNE KENT",ANNE KENT RUSH,"Cynthia (Boyd Williams) Rush. Education Wayne State University, B.A., 1967. Trade copywriter for Little, Brown Publishers, 1968 st",,,
"WELCH, PAULETTE VIRGINIA",PAULETTE VIRGINIA WELCH,Welch. Married. Children:One. Education: Anniston High School. Victim of cerebral palsy. Worked at Public Library of Anniston and ,,,
"DUBOIS, ROCHELLE LYNN HOLT",ROCHELLE LYNN HOLT DUBOIS,"omas and Olga (Kochink) Holt. Education:University of Illinois at Chicago Circle, B.A., 1967 University of Iowa, M.F.A., 1970 Colu",,,
"HARTLINE, DAVID L.",DAVID L. HARTLINE,"ctober 4, 1970. Children:Two. Education:Graduate of Alabama Technical College, 1978 further study at Georgia State University. Ser",,,
"HERPORT, SUSAN HALL",SUSAN HALL HERPORT,"ndrew Methvin. Children: two. Education:St Francis College (In.), B.A., 1968 University of Tennessee at Chattanooga Warren Wilson ",,,
"STAFFO, DONALD",DONALD STAFFO,"ne 26, 1976.   Children two.  EducationState University of New York at Brockport, B.S., 1968 Western Kentucky University, M.A., 19",,,
"WIER, ALLEN",ALLEN WIER,"ed:Dara Dixon, April 2, 1969. Education:Baylor University, B.A., 1968. Louisiana State University, M.A., 1970 Bowling Green State ",,,
"WILLIAMS, LEE ERSKINE, II",LEE ERSKINE WILLIAMS II,"ember 22, 1973. Children:One. Education:Knoxville College, B.A., 1968 East Tennessee State University, M.A., 1970 Mississippi Stat",,,
"COVIN, THERON MICHAEL",THERON MICHAEL COVIN,"June 13, 1981.  Childrentwo.  Education Jefferson Davis Junior College, A.A, 1968 Troy State University, B.S., 1969 M.S., 1971 Uni",,,
"MARTIN, DAVID LINCOLN",DAVID LINCOLN MARTIN,"e R. Perricone, June 6, 1975. Education:B.A., Redlands University, 1968 M.A., Claremont Graduate School, 1969 Ph.D., 1973. US Army",,,
"BRILES, EVE IDA BARAK",EVE IDA BARAK BRILES,"ugene Abraham Davidson, 1990. Education:Brown University, A.B., 1968 Rockefeller University, Ph.D., 1974 post-doctoral work at the",,,
"CORLEY, ROBERT GAINES",ROBERT GAINES CORLEY,"ember 25, 1972. Children:Two. Education:Birmingham Southern College, B.A., 1970 University of Virginia, M.A, 1971, Ph.D., 1979. Wo",,,
"HARRIS, TRUDIER",TRUDIER HARRIS," and Unareed (Burton) Harris. Education:Stillman College, A.B., 1969 Ohio State University, M.A., 1972, Ph.D., 1973. Taught Englis",,,
"LOGAN, KATHLEEN",KATHLEEN LOGAN,"ologist, educator. Born:1948. Education:Northeastern University, A.B. Bryn Mawr College, M.A., Ph.D., 1977. Employed by Community ",,,
"SCHROEDER, DAVID P.",DAVID P. SCHROEDER,". Ohio State University, M.D. studied internal medicine at University of Kansas and cardiology at Ohio State University. Since 197",,,
"SIDES, WAYNE",WAYNE SIDES,"nts:Jack and Martha N. Sides. Education:attended Ayers State Technical College, Gadsden State Junior College, and Jacksonville Sta",,,
"STOVALL, JAMES GLEN",JAMES GLEN STOVALL,"ally McMillan. Children: one. Education University of Tennessee, B.A., 1970 American University, M. A., 1973 University of Tenness",,,
"BREWER, SONNY",SONNY BREWER,NOT FOUND,,,
"WIER, DARA",DARA WIER,"ed:Allen Wier, April 2, 1969. Education:Louisiana State University Longwood College Bowling Green State University, M.F.A., 1974. ",,,
"WILLIAMS, HANK, JR.","HANK WILLIAMS, JR.",NOT FOUND,,,
"ARMSTRONG, STEPHEN W.",STEPHEN W. ARMSTRONG,":
University professor of education. Born:January 29, 1950, St Louis, Mo. Parents:William F. and Mabel B. Armstrong. Married:N",,,
"DOSS, HARRIET E. AMOS",HARRIET E. AMOS DOSS,"S. Amos. Married: Chris Doss. Education:Agnes Scott College, A.B., 1972 Emory University, M.A., 1975 Ph.D., 1976. Taught at Northe",,,
"HOLCOMBE, RANDALL GREGORY",RANDALL GREGORY HOLCOMBE,"unt Pritchett, June 18, 1983. Education:University of Florida, B.S., 1972 Virginia Polytechnic Institute, M.A., 1974 Ph.D., 1976. ",,,
"HOWINGTON, LINDA S.",LINDA S. HOWINGTON,NOT FOUND,,,
"McDOWELL, MICHAEL",MICHAEL McDOWELL,"and Marian (Mulkey) McDowell. Education:B.A., 1972, Harvard University Ph.D., Brandeis University, 1978. Taught screenwriting at T",,,
"RUPLE, WAYNE DOUGLAS",WAYNE DOUGLAS RUPLE,"am. Parents:Amy Lucile Ruple, Education:Jefferson State Junior College. Employed by S. S. Kresge Company, 1973-1974 free-lance pho",,,
"WILSON, ZEBULON VANCE",ZEBULON VANCE WILSON,"ed:Linda Dager. Children:Two. Education:Yale University, B.A., 1972 Trinity College of University of Dublin, diploma in Anglo-Iris",,,
"HANSEN, JAMES R.",JAMES R. HANSEN,"mber 11, 1976. Children: two. Education: Indiana State University, B. A., 1974 Ohio State University, M.A., 1976 Ph.D, 1981. Histo",,,
"NORRELL, ROBERT JEFFERSON",ROBERT JEFFERSON NORRELL,"ugust 6, 1977. Children four. Education University of Virginia, B.A., 1974 M.A., 1978 Ph. D., 1983. Professor of history at the Un",,,
"VOLZ, JAMES THOMAS",JAMES THOMAS VOLZ,", May 22, 1982. Children:two. Education:Wright State University, B.A., 1971 Bowling Green State University, M.A., 1976 University ",,,
"WOOD, WAYNE",WAYNE WOOD,"nd Dorothy Ann (Pullen) Wood. Education:Albertville High School Gadsden State Junior College, one year Mobile College, B.A., 1978.",,,
"HUMPHRIES, JOHN JEFFERSON",JOHN JEFFERSON HUMPHRIES,":Jeannie Smith, July 1, 1989. Education:Duke University, A.B., 1977, M.A., 1978 Yale University, M.Phil., 1980, Ph.D., 1981 receiv",,,
"CHAVEZ, JUDY TAYLOR",JUDY TAYLOR CHAVEZ,"from her husband at nineteen. Graduated from Oakton High School, Fairfax, Va. attended Northern Virginia Community College. Worked",,,
"FELDMAN, GLENN",GLENN FELDMAN,":Jeannie Reed. Children: two. Education: Birmingham-Southern, B.A. in political science and economics, 1983 Vanderbilt, M.A. in po",,,
"CURNUTT, KIRK",KIRK CURNUTT,"oln, Nebraska. Children: one. Education University of Missouri, B.A., 1987 Louisiana State University, Ph. D., 1993. English instr",,,
"McDERMOTT, JOHN CLARK",JOHN CLARK McDERMOTT,"July 23, 1928. Children: one. Education:U. S. Naval Academy LL.B., Chattanooga College of Law. Employed as an attorney tax assesso",,,
Author_Last_Name_First_Name,Author_First_Name_Last_Name,NOT FOUND,,,
